IP_616594	0.06
IP_670201	0.09
IP_2359379	0.08
IP_730160	0.12
IP_184173	0.03
IP_120855	0.09
IP_169097	0.14
IP_244531	0.06
IP_651446	0.1
IP_2398137	0.05
