6	6	6	6	6	6	6	6	6	6
10	12	3	3	3	3	3	3	3	3
12	3	12	12	12	12	12	12	12	12
3	10	10	10	10	10	10	10	10	2
2	11	11	11	11	11	9	9	11	10
11	9	9	2	5	9	11	11	2	11
5	2	2	5	9	2	2	2	9	9
9	5	5	9	2	5	5	5	5	4
4	4	4	4	4	4	4	4	4	5
7	7	7	7	7	7	7	7	7	7
8	8	8	8	8	8	8	8	8	8
13	13	13	13	13	13	13	13	13	13
